swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,total_samples,swarm_valid_samples,examples_processed_this_run
0.38382361861805825,0.13199573764928257,0.3057893673870081,0.9012632966041565,0.9014281630516052,0.901182234287262,2.135486125946045,3.075756978988647,2.1857143927260925,0.37362637362637363,0.9092642294836568,0.0,0.0,819,819,819
