swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,swarm_estimated_cost,big_estimated_cost,total_samples,swarm_valid_samples,big_valid_samples
0.49316116726423737,0.23706265422578035,0.4356160385010799,0.3498338758945465,0.4401640295982361,0.3952312767505646,21.39061450958252,32.89182912111282,22.99415620803833,0.06,1.0,0.934427626132965,0.0,0.024610476493835454,0.0008805,0.0,50,50,0
