swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,swarm_estimated_cost,big_estimated_cost,total_samples,swarm_valid_samples,big_valid_samples
0.4002204106843511,0.1513583167404678,0.313173445595384,0.3516823649406433,0.37614646553993225,0.3637009263038635,29.626118183135986,79.82286289930336,37.826889228820804,0.7,1.0,0.861375512679418,0.0,0.02706356247266132,0.0004359,0.0,10,10,0
