swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,total_samples,swarm_valid_samples,examples_processed_this_run
0.3844356264633832,0.13001502576126617,0.30433766667490325,0.9012550115585327,0.9016368985176086,0.9012802839279175,6.74399995803833,10.092651319503783,6.94354713792766,0.36752136752136755,0.9084848287262516,0.0,0.0,819,819,819
