swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,avg_input_words,avg_output_words_swarm,avg_output_words_big,total_samples,swarm_valid_samples,big_valid_samples,examples_processed_this_run
0.5333333333333333,0.14285714285714288,0.39999999999999997,0.4535493850708008,0.42423611879348755,0.4397636353969574,150.10042119026184,150.1009175300598,150.05255914898873,1.0,1.0,1.0000001192092896,0.0,0.0,95.5079365079365,0.015873015873015872,0,819,1,0,819
