swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,avg_input_words,avg_output_words_swarm,avg_output_words_big,total_samples,swarm_valid_samples,big_valid_samples,examples_processed_this_run
0.44308603985498235,0.17258360314923504,0.3558819021393288,0.44710710644721985,0.4636736214160919,0.45506203174591064,107.27360534667969,150.10078377723693,81.16214618170508,0.7960339943342776,1.0,0.9353347666653063,0.0,0.022102200894900604,95.5079365079365,6.930402930402931,0,819,353,0,819
