swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,total_samples,swarm_valid_samples,examples_processed_this_run
0.42174154031612987,0.15785879781709064,0.3311741129228201,0.8997242450714111,0.9104923605918884,0.9048959016799927,2.504056215286255,3.8018200874328603,2.529522605285831,0.39316239316239315,0.7873593411784761,0.0,0.0,819,819,819
