swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,avg_input_words,avg_output_words_swarm,avg_output_words_big,total_samples,swarm_valid_samples,big_valid_samples,examples_processed_this_run
0.46737588652482265,0.2626984126984127,0.424822695035461,0.42343705892562866,0.5326277017593384,0.4765087068080902,0.0025522708892822266,0.005028367042541491,0.6647449410150922,1.0,1.0,0.7822966575622559,0.0,0.0633368194103241,95.5079365079365,0.057387057387057384,0,819,2,0,819
