swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,total_samples,swarm_valid_samples,examples_processed_this_run
0.4206413734459041,0.15837689963652526,0.3357379834811894,0.9014704823493958,0.9100401401519775,0.905536949634552,19.882445812225342,26.95882911682128,20.546880085098582,0.4004884004884005,0.7712400811604965,0.0,0.0,819,819,819
