swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,total_samples,swarm_valid_samples,examples_processed_this_run
0.3898212485298758,0.13474567928458325,0.3084604160749439,0.9019240140914917,0.9023541808128357,0.9019675254821777,14.70323920249939,21.972287940978987,15.188254278949183,0.3663003663003663,0.7428943434874969,0.0,0.0,819,819,819
