swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,total_samples,swarm_valid_samples,examples_processed_this_run
0.3845909587575884,0.13015360933551257,0.30549382523384266,0.9014443159103394,0.901631236076355,0.9013742208480835,11.925053358078003,17.044631385803218,12.144086262245319,0.37362637362637363,0.9081041428147169,0.0,0.0,819,819,819
