swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,swarm_estimated_cost,big_estimated_cost,total_samples,swarm_valid_samples,big_valid_samples,examples_processed_this_run
0.42106095354069767,0.16121044025922843,0.333210324574534,0.40978187322616577,0.43307292461395264,0.42124247550964355,15.186095952987671,33.38195490837095,16.893308257881976,0.6617826617826618,1.0,0.906941050192812,0.0,0.027249909400648833,0.027549,0.0,819,819,0,818
