swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,big_hallucination_rate,swarm_outlier_detected_rate,avg_input_words,avg_output_words_swarm,avg_output_words_big,total_samples,swarm_valid_samples,big_valid_samples,examples_processed_this_run
150.10045456886292,150.1009929418564,150.10052247682043,1.0,0.0,95.5079365079365,0.0,0,819,0,0,819
