swarm_rouge1_f1,swarm_rouge2_f1,swarm_rougeL_f1,swarm_bertscore_precision,swarm_bertscore_recall,swarm_bertscore_f1,swarm_latency_p50,swarm_latency_p95,swarm_latency_mean,swarm_hallucination_rate,big_hallucination_rate,swarm_consensus_avg_similarity,swarm_outlier_detected_rate,swarm_consensus_confidence,swarm_estimated_cost,big_estimated_cost,total_samples,swarm_valid_samples,big_valid_samples
0.44812030075187964,0.297979797979798,0.44812030075187964,0.4151703119277954,0.5583139657974243,0.48661428689956665,13.153532266616821,13.4634761095047,13.153532266616821,0.5,1.0,0.2710244208574295,0.5,0.31740203499794006,4.32e-05,0.0,2,2,0
